apn,licenseNumber,licenseType,licenseStatus,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lastUpdateDate,X,Y,issueMonth,issueYear,duration,Wine,On Sale,Add Strong Beer,No Entertainment,Liquor,General Entertainment,Bottle Club,Limited Entertainment,Class A,Adult Entertainment,Class E Entertainment,Taproom Class E Entertainment,Taproom No Entertainment,Taproom Class C1 Entertainment,Taproom Limited Entertainment,Beer,Class C1 Entertainment,Class B Entertainment,Class D Entertainment,Class A Entertainment,Distillery,Class C2 Entertainment,BL Sunday Sales Exemption,Culinary Classes
1102924440197,LIC78098,BLLiquor,Approved,2023-07-28 08:25:53,2024,2024-07-01 00:00:00,Maya Cuisine,1840 CENTRAL AVE NE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",1,Logan Park,2023-07-30 18:15:21,-93.2479103320443,45.0074147508408,7,2023,338 days 15:34:07,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2302924340710,LIC78009,BLLiquor,Approved,2023-07-28 08:25:49,2024,2024-07-01 00:00:00,Zen Box Izakaya,602 WASHINGTON AVE S," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Downtown East,2023-07-30 18:15:21,-93.2593707509782,44.9785184352546,7,2023,338 days 15:34:11,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2702924310130,LIC77626,BLLiquor,Approved,2023-07-28 08:25:57,2024,2024-07-01 00:00:00,Eggy's,120 14TH ST W," Liquor, On Sale, Class D Entertainment; Liquor, On Sale, Limited Entertainment",7,Loring Park,2023-07-30 18:15:21,-93.2800812221056,44.9690532660011,7,2023,338 days 15:34:03,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3302924110026,LIC77954,BLLiquor,Approved,2023-07-28 08:25:51,2024,2024-07-01 00:00:00,Red Dragon,2116 LYNDALE AVE S," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",10,Lowry Hill East,2023-07-30 18:15:21,-93.2884474659086,44.9611597489902,7,2023,338 days 15:34:09,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0302824110232,LIC368209,BLLiquor,Approved,2023-07-28 08:26:02,2024,2024-07-01 23:59:00,Antro Bar,419 LAKE ST E," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",9,Central,2023-07-30 18:15:21,-93.2694189661832,44.947791727184,7,2023,339 days 15:32:58,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0902824140001,LIC392764,BLLiquor,Approved,2023-07-28 08:25:56,2024,2024-07-01 23:59:59,Khaluna,4000 LYNDALE AVE S," Liquor, On Sale, No Entertainment",10,East Harriet,2023-07-30 18:15:21,-93.2886995736015,44.9302059180123,7,2023,339 days 15:34:03,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924330019,LIC367600,BLWine,Approved,2023-05-05 10:08:39,2024,2024-04-01 23:59:00,Brim and Brim Restaurant,2919 KNOX AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,East Isles,2023-05-07 18:15:24,-93.3046074733537,44.9485799348383,5,2023,332 days 13:50:21,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2202924410055,LIC77303,BLLiquor,Approved,2023-08-11 09:56:20,2024,2024-07-01 00:00:00,112 EATERY,112 3RD ST N," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Downtown West,2023-08-13 18:15:19,-93.2715608184167,44.9826594730554,8,2023,324 days 14:03:40,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924130002,LIC78799,BLLiquor,Approved,2023-08-11 09:56:09,2024,2024-07-01 00:00:00,Rinata,2451 HENNEPIN AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",10,Lowry Hill East,2023-08-13 18:15:19,-93.2948015760016,44.9575816502333,8,2023,324 days 14:03:51,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924210093,LIC80278,BLLiquor,Approved,2023-08-11 09:56:17,2024,2024-07-01 00:00:00,Bar La Grassa,800 WASHINGTON AVE N #102," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,North Loop,2023-08-13 18:15:19,-93.2786945224459,44.9895298167222,8,2023,324 days 14:03:43,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2602924120081,LIC80495,BLLiquor,Approved,2023-08-11 09:56:10,2024,2024-07-01 00:00:00,Pog Mahones,903 WASHINGTON AVE S #100," Liquor, On Sale, Class C2 Entertainment; Liquor, On Sale, Limited Entertainment",3,Downtown East,2023-08-13 18:15:19,-93.2559439413756,44.9761728600071,8,2023,324 days 14:03:50,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2702924120123,LIC79868,BLLiquor,Approved,2023-08-11 09:56:16,2024,2024-07-01 00:00:00,Capital Grille of Minneapolis #8010,801 HENNEPIN AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2757427518471,44.9766158392402,8,2023,324 days 14:03:44,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2302824240190,LIC373605,BLWine,Approved,2023-08-11 09:56:13,2024,2024-04-01 23:59:00,Guavas Cuban Cafe,5607 CHICAGO AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Diamond Lake,2023-08-13 18:15:19,-93.2623177398447,44.9013598492301,8,2023,234 days 14:02:47,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1502924310069,LIC381036,BLWine,Approved,2023-08-11 09:56:18,2024,2024-04-01 23:59:59,Bar Brava,1914 WASHINGTON AVE N," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",5,Near - North,2023-08-13 18:15:19,-93.2813653404481,44.9986668261733,8,2023,234 days 14:03:41,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1802923310008,LIC382655,BLBrewery,Approved,2023-08-11 09:56:14,2024,2024-07-01 23:59:00,Falling Knife Brewing Company,783 HARDING ST NE #100," Liquor, On Sale, Taproom No Entertainment; Liquor, On Sale, Taproom Limited Entertainment",1,Mid - City Industrial,2023-08-13 18:15:19,-93.2210831243494,44.9982087909857,8,2023,325 days 14:02:46,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1802923310008,LIC382655,BLBrewery,Approved,2023-08-11 09:56:14,2024,2024-07-01 23:59:00,Falling Knife Brewing Company,783 HARDING ST NE #100," Liquor, On Sale, Taproom No Entertainment; Liquor, On Sale, Taproom Limited Entertainment",1,Mid - City Industrial,2023-08-13 18:15:19,-93.2210831243494,44.9982087909857,8,2023,325 days 14:02:46,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1402924230047,LIC79662,BLLiquor,Approved,2023-06-02 09:09:42,2024,2024-07-01 00:00:00,Young Joni,165 13TH AVE NE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Sheridan,2023-06-04 18:15:23,-93.2666591763403,45.0012119777368,6,2023,394 days 14:50:18,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3202924430364,LIC80274,BLLiquor,Approved,2023-06-02 09:10:28,2024,2024-07-01 00:00:00,D'Amico Catering at the Beach Club,2925 DEAN PKWY," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",7,Cedar - Isles - Dean,2023-06-04 18:15:23,-93.3151839222002,44.9498901509593,6,2023,394 days 14:49:32,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0402824210187,LIC377493,BLLiquor,Approved,2023-06-02 09:09:58,2024,2024-07-01 23:59:59,Sooki and Mimi,1432 31ST ST W," Liquor, On Sale, No Entertainment",10,East Bde Maka Ska,2023-06-04 18:15:23,-93.2986717392312,44.9468610268842,6,2023,395 days 14:50:01,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2702924110127,LIC396513,BLWine,Approved,2023-06-02 09:10:12,2024,2024-04-01 23:59:59,Mother Dough wine espresso beer,225 6TH ST S #190," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",7,Downtown West,2023-06-04 18:15:23,-93.2682633967579,44.9760031901868,6,2023,304 days 14:49:47,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2602924110067,LIC66124,BLWine,Approved,2023-07-07 09:23:29,2024,2024-04-01 00:00:00,Southern Theater,1420 WASHINGTON AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",6,Cedar Riverside,2023-07-09 18:15:27,-93.247954143779,44.9735380207339,7,2023,268 days 14:36:31,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2502924330083,LIC78816,BLLiquor,Approved,2023-07-07 09:23:27,2024,2024-07-01 00:00:00,The Joint and Caboose,913 CEDAR AVE S," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",6,Seward,2023-07-09 18:15:27,-93.2467971693886,44.9635296839882,7,2023,359 days 14:36:33,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2702924320009,LIC78260,BLLiquor,Approved,2023-07-07 09:23:26,2024,2024-07-01 00:00:00,The Woman's Club of Minneapolis,410 OAK GROVE ST," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Loring Park,2023-07-09 18:15:27,-93.2846919016582,44.9677239438515,7,2023,359 days 14:36:34,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924410125,LIC80482,BLLiquor,Approved,2023-07-07 09:23:33,2024,2024-07-01 00:00:00,Monarch Minneapolis,322 1ST AVE N," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,Downtown West,2023-07-09 18:15:27,-93.2723871157646,44.9817631737078,7,2023,359 days 14:36:27,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2702924219001,LIC75285,BLLiquor,Approved,2023-07-06 09:32:24,2024,2024-07-01 00:00:00,Buca di Beppo,1204 HARMON PL," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Loring Park,2023-07-07 18:15:22,-93.2800479691688,44.973997552039,7,2023,360 days 14:27:36,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1402924210186,LIC77989,BLLiquor,Approved,2023-07-06 09:32:13,2024,2024-07-01 00:00:00,Mayslacks Polka Lounge,1428 4TH ST NE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,Sheridan,2023-07-07 18:15:22,-93.2618428589445,45.0028456298655,7,2023,360 days 14:27:47,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1402924330110,LIC79534,BLLiquor,Approved,2023-07-06 09:32:19,2024,2024-07-01 00:00:00,Elsie's,729 MARSHALL ST NE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,St. Anthony West,2023-07-07 18:15:22,-93.2659963427298,44.9949923751822,7,2023,360 days 14:27:41,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2002824110001,LIC369326,BLLiquor,Approved,2023-07-06 09:32:22,2024,2024-07-01 00:00:00,Colita,5400 PENN AVE S," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",13,Armatage,2023-07-07 18:15:22,-93.3090529554204,44.9049082210891,7,2023,360 days 14:27:38,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2102824220196,LIC393151,BLLiquor,Approved,2023-07-06 09:32:23,2024,2024-07-01 23:59:59,Cafe Ceres,5401 PENN AVE S," Liquor, On Sale, No Entertainment",13,Armatage,2023-07-07 18:15:22,-93.308267166702,44.9046983878482,7,2023,361 days 14:27:36,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0202824410199,LIC65468,BLWine,Approved,2023-05-05 10:07:30,2024,2024-04-01 00:00:00,Matt's Bar,3500 CEDAR AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",9,Powderhorn Park,2023-05-07 18:15:24,-93.2476622353291,44.9393912291803,5,2023,331 days 13:52:30,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0302824220091,LIC65555,BLWine,Approved,2023-05-05 10:07:53,2024,2024-04-01 00:00:00,Huge Improv Theater,3037 LYNDALE AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",8,Lyndale,2023-05-07 18:15:24,-93.287689994783,44.9470541622401,5,2023,331 days 13:52:07,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0302824330289,LIC65239,BLWine,Approved,2023-04-21 09:54:30,2024,2024-04-01 00:00:00,Victor's 1959 Cafe,3756 GRAND AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,King Field,2023-04-23 18:15:24,-93.2846223433091,44.9342330249773,4,2023,345 days 14:05:30,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1202924220087,LIC65922,BLWine,Approved,2023-05-05 10:08:32,2024,2024-04-01 00:00:00,Chimborazo Restaurant,2851 CENTRAL AVE NE," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",1,Audubon Park,2023-05-07 18:15:24,-93.2468154743591,45.0202392376908,5,2023,331 days 13:51:28,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1502924410019,LIC65958,BLWine,Approved,2023-05-05 10:08:15,2024,2024-04-01 00:00:00,Element Pizza,96 BROADWAY ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,St. Anthony West,2023-05-07 18:15:24,-93.2678606353036,44.998555214168,5,2023,331 days 13:51:45,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1602824410065,LIC65195,BLWine,Approved,2023-04-21 09:54:23,2024,2024-04-01 00:00:00,George and the Dragon,813 50TH ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Lynnhurst,2023-04-23 18:15:24,-93.2904460054134,44.9121397139949,4,2023,345 days 14:05:37,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3502924210198,LIC66192,BLWine,Approved,2023-05-05 10:07:33,2024,2024-04-01 00:00:00,Maria's Cafe,1113 FRANKLIN AVE E," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",6,Ventura Village,2023-05-07 18:15:24,-93.2577656439234,44.9621849839445,5,2023,331 days 13:52:27,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0802824330143,LIC361326,BLWine,Approved,2023-03-17 10:17:32,2024,2024-04-01 23:59:00,Great Wall Chinese Restaurant,4515 FRANCE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,2023-03-19 18:15:21,-93.3287374364074,44.921115041881,3,2023,381 days 13:41:28,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1202824230131,LIC384742,BLWine,Approved,2023-03-17 10:17:36,2024,2024-04-01 23:59:59,Cedar Inn,4155 CEDAR AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment; Wine, On Sale, No Entertainment",12,Standish,2023-05-02 18:15:21,-93.246937534745,44.927132019933,3,2023,381 days 13:42:23,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2502924310090,LIC65993,BLWine,Approved,2023-06-02 09:10:33,2024,2024-04-01 00:00:00,Augsburg University,2211 RIVERSIDE AVE," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",2,Cedar Riverside,2023-06-04 18:15:23,-93.2401687093162,44.9665363397071,6,2023,303 days 14:49:27,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3302924110004,LIC79895,BLLiquor,Approved,2023-06-02 09:09:46,2024,2024-07-01 00:00:00,The Lowry,2112 HENNEPIN AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Lowry Hill,2023-06-04 18:15:23,-93.2927412288121,44.9615707353077,6,2023,394 days 14:50:14,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1402924240123,LIC355553,BLWine,Approved,2023-06-02 09:10:08,2024,2024-04-01 23:59:00,Ritz Theater,345 13TH AVE NE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class A Entertainment; Wine, On Sale, General Entertainment",3,Sheridan,2023-06-04 18:15:23,-93.2622601820895,45.0012148977115,6,2023,304 days 14:48:52,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1902823230100,LIC369207,BLWine,Approved,2023-06-02 09:09:49,2024,2024-04-01 23:59:00,Tacos Lupita,5748 34TH AVE S," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",11,Wenonah,2023-06-04 18:15:23,-93.2233262661229,44.8984797637469,6,2023,304 days 14:49:11,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0302824430204,LIC369672,BLLiquor,Approved,2023-06-02 09:10:11,2024,2024-07-01 00:00:00,Nighthawks Diner Bar,3753 NICOLLET AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",8,King Field,2023-06-04 18:15:23,-93.2774755068088,44.9343826961902,6,2023,394 days 14:49:49,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2302924120191,LIC392381,BLWine,Approved,2023-06-02 09:09:51,2024,2024-04-01 23:59:59,Step Child,24 UNIVERSITY AVE NE #100," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Nicollet Island - East Bank,2023-06-04 18:15:23,-93.257354582036,44.9886507501305,6,2023,304 days 14:50:08,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3402924240010,LIC402340,BLLiquor,Approved,2023-06-02 09:10:31,2024,2024-07-01 23:59:59,Centro Kitchen,2412 NICOLLET AVE," Liquor, On Sale, No Entertainment",10,Whittier,2023-06-04 18:15:23,-93.2783760202704,44.9584658170199,6,2023,395 days 14:49:28,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1202924320074,LIC407366,BLLiquor,Approved,2023-08-18 00:35:23,2024,2024-04-01 23:59:59,Barroco,2405 CENTRAL AVE NE," Liquor, On Sale, Limited Entertainment",1,Windom Park,2023-08-20 18:15:20,-93.2469386477576,45.0124260180981,8,2023,227 days 23:24:36,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2302924120056,LIC76235,BLLiquor,Approved,2023-07-06 09:32:11,2024,2024-07-01 00:00:00,Whitey's Old Town Saloon,400 HENNEPIN AVE E," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",3,Nicollet Island - East Bank,2023-07-07 18:15:22,-93.2545593841979,44.9883269319897,7,2023,360 days 14:27:49,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2702924230035,LIC78783,BLLiquor,Approved,2023-07-06 09:32:23,2024,2024-07-01 00:00:00,Cafe & Bar Lurcat,1624 HARMON PL," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",7,Loring Park,2023-07-07 18:15:22,-93.2861945558548,44.9714455757372,7,2023,360 days 14:27:37,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0402824210030,LIC80413,BLLiquor,Approved,2023-07-06 09:32:14,2024,2024-07-01 00:00:00,Lake & Irving Restaurant & Bar,1513 LAKE ST W," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",10,East Bde Maka Ska,2023-07-07 18:15:22,-93.3015573462144,44.9481318690064,7,2023,360 days 14:27:46,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0702823240145,LIC355408,BLWine,Approved,2023-07-06 09:32:26,2024,2024-04-01 23:59:00,All Square,4047 MINNEHAHA AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",12,Hiawatha,2023-07-07 18:15:22,-93.219604216219,44.9289259627978,7,2023,270 days 14:26:34,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1902923240058,LIC378469,BLLiquor,Approved,2023-07-06 09:32:21,2024,2024-07-01 23:59:59,Como Tap,2124 COMO AVE SE," Liquor, On Sale, Limited Entertainment",2,Como,2023-07-07 18:15:22,-93.2218283128101,44.9876748549013,7,2023,361 days 14:27:38,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3402924130094,LIC401768,BLLiquor,Approved,2023-07-06 09:32:14,2024,2024-07-01 23:59:59,Los Sanchez Mexican Restaurant and Bar,2539 NICOLLET AVE," Liquor, On Sale, Limited Entertainment",10,Whittier,2023-07-07 18:15:22,-93.2774690703798,44.9560260067477,7,2023,361 days 14:27:45,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924141052,LIC402668,BLLiquor,Approved,2023-07-06 09:32:25,2024,2024-07-01 23:59:00,Billy After Dark,116 1ST AVE N #B," Liquor, On Sale, No Entertainment",3,North Loop,2023-07-07 18:15:22,-93.2688826755518,44.9842825839004,7,2023,361 days 14:26:35,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402924410207,LIC406767,BLLiquor,Approved,2023-08-18 00:35:22,2024,2024-04-01 23:59:59,Lush Lounge & Theater,990 CENTRAL AVE NE," Liquor, On Sale, General Entertainment",3,Marcy Holmes,2023-08-20 18:15:20,-93.2476137694229,44.9954394061421,8,2023,227 days 23:24:37,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3002923220014,LIC74504,BLBeer,Approved,2016-04-01 00:00:00,2024,2024-04-01 00:00:00,Bona Restaurant,815 WASHINGTON AVE SE," Beer, On Sale, Class E Entertainment; Beer, On Sale, No Entertainment",2,Prospect Park - East River Road,2023-04-02 18:15:26,-93.2262580213588,44.9738530140494,4,2016,2922 days 00:00:00,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0202824420024,LIC383185,BLWine,Approved,2023-05-05 10:06:49,2024,2024-04-01 23:59:00,Reverie Cafe + Bar,1517 35TH ST E," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",9,Powderhorn Park,2023-05-07 18:15:24,-93.2526843603497,44.9393685678124,5,2023,332 days 13:52:11,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1202924330122,LIC374063,BLWine,Approved,2023-05-05 10:07:20,2024,2024-04-01 23:59:00,Momo Sushi,1839 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Windom Park,2023-05-07 18:15:24,-93.2470120464045,45.0073457269431,5,2023,332 days 13:51:40,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2402924430005,LIC386563,BLWine,Approved,2023-03-17 10:17:15,2024,2024-04-01 23:59:59,Shuang Cheng Restaurant,1320 4TH ST SE," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Marcy Holmes,2023-03-19 18:15:21,-93.2365654256761,44.9804430547638,3,2023,381 days 13:42:44,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1802823110004,LIC65559,BLWine,Approved,2023-05-05 10:06:44,2024,2024-04-01 00:00:00,Sea Salt Eatery,4825 MINNEHAHA AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Hiawatha,2023-05-07 18:15:24,-93.2095512866554,44.9155716621539,5,2023,331 days 13:53:16,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2702924430061,LIC354271,BLWine,Approved,2023-03-17 10:17:38,2024,2024-04-01 23:59:00,Cajun Boiling,1931 NICOLLET AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",6,Steven's Square - Loring Heights,2023-03-19 18:15:21,-93.2774417903412,44.9628447031205,3,2023,381 days 13:41:22,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0202824110002,LIC396468,BLWine,Approved,2023-04-21 09:54:03,2024,2024-04-01 23:59:59,Taqueria El Primo 1,1821 LAKE ST E," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",9,Powderhorn Park,2023-04-23 18:15:24,-93.2477296458063,44.9481398830077,4,2023,346 days 14:05:56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0202824310087,LIC66105,BLWine,Approved,2023-03-31 09:19:23,2024,2024-04-01 00:00:00,Jakeeno's Pizza & Pasta,3555 CHICAGO AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",9,Powderhorn Park,2023-04-02 18:15:26,-93.2622808900534,44.9380165611176,3,2023,366 days 14:40:37,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924430085,LIC75992,BLLiquor,Approved,2023-07-06 09:32:07,2024,2024-07-01 00:00:00,Ties at Uptown/Uptown/ Daisy's at Uptown,1430 LAGOON AVE," Liquor, On Sale, Class C2 Entertainment; Liquor, On Sale, Limited Entertainment",10,Lowry Hill East,2023-07-07 18:15:22,-93.2978691789665,44.9493977710678,7,2023,360 days 14:27:53,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
